id,path,class,width,height,xmin,ymin,xmax,ymax,meta
60,images/123_a_lufo_dripstone.png,LAPIS,640,360,252,106,294,195,
61,images/123_a_lufo_dripstone.png,IRON,640,360,306,159,330,174,
62,images/123_a_lufo_dripstone.png,IRON,640,360,542,169,580,219,
63,images/123_a_lufo_dripstone.png,GOLD,640,360,313,192,336,206,
64,images/123_a_lufo_dripstone.png,GOLD,640,360,360,139,371,151,
65,images/126_a_fou_unknown.png,GOLD,640,360,199,126,233,160,
66,images/126_a_fou_unknown.png,COPPER,640,360,326,86,366,109,
67,images/126_a_fou_unknown.png,IRON,640,360,354,249,413,307,
68,images/126_a_fou_unknown.png,COPPER,640,360,364,112,390,135,
69,images/126_a_fou_unknown.png,COPPER,640,360,421,192,437,207,
70,images/126_a_fou_unknown.png,COAL,640,360,2,230,45,256,
71,images/127_a_c_mountain.png,COAL,640,360,186,112,202,134,
72,images/127_a_c_mountain.png,COAL,640,360,359,131,382,159,
73,images/129_a_f_mountain.png,IRON,640,360,449,114,506,173,
74,images/12_a_u_lushcave.png,COPPER,640,360,347,173,393,198,
75,images/130_a_ce_mountain.png,COAL,640,360,1,248,168,312,
76,images/130_a_ce_mountain.png,COPPER,640,360,383,161,394,174,
77,images/130_a_ce_mountain.png,EMERALD,640,360,353,180,360,189,
78,images/131_a_ce_mountain.png,EMERALD,640,360,323,208,360,230,
79,images/131_a_ce_mountain.png,COAL,640,360,370,137,391,162,
80,images/131_a_ce_mountain.png,COAL,640,360,539,182,568,196,
81,images/131_a_ce_mountain.png,COAL,640,360,462,222,476,234,
82,images/132_a_cf_mountain.png,IRON,640,360,320,154,339,174,
83,images/132_a_cf_mountain.png,COAL,640,360,331,132,342,142,
84,images/133_a_l_unknown.png,LAPIS,640,360,265,119,368,216,
85,images/134_a_f_unknown.png,IRON,640,360,292,114,340,162,
86,images/135_a_rf_unknown.png,IRON,640,360,214,269,262,306,
87,images/135_a_rf_unknown.png,REDSTONE,640,360,391,94,460,199,
88,images/136_a_lfr_unknown.png,LAPIS,640,360,179,118,275,160,
89,images/136_a_lfr_unknown.png,IRON,640,360,462,156,489,214,
90,images/136_a_lfr_unknown.png,REDSTONE,640,360,574,14,640,71,
91,images/137_a_f_unknown.png,IRON,640,360,296,74,359,234,
92,images/138_a_ru_lava.png,REDSTONE,640,360,72,29,220,249,
93,images/138_a_ru_lava.png,COPPER,640,360,525,1,634,105,
94,images/139_a_fr_mineshaft.png,IRON,640,360,370,196,454,279,
95,images/139_a_fr_mineshaft.png,REDSTONE,640,360,77,1,134,36,
96,images/139_a_fr_mineshaft.png,IRON,640,360,273,56,326,109,
97,images/13_a_fud_lushcave.png,COPPER,640,360,265,67,288,106,
98,images/13_a_fud_lushcave.png,IRON,640,360,325,311,378,360,
99,images/13_a_fud_lushcave.png,DIAMOND,640,360,293,108,302,120,
100,images/140_a_rf_mineshaft.png,REDSTONE,640,360,165,2,212,55,
101,images/140_a_rf_mineshaft.png,IRON,640,360,337,51,395,108,
102,images/140_a_rf_mineshaft.png,IRON,640,360,468,194,599,299,
103,images/141_a_f_mineshaft.png,IRON,640,360,241,34,303,106,
104,images/141_a_f_mineshaft.png,IRON,640,360,368,225,419,274,
105,images/142_a_c_unknown.png,COAL,640,360,145,99,297,186,
106,images/143_a_o_unknown.png,GOLD,640,360,402,100,482,169,
107,images/144_a_u_mineshaft.png,COPPER,640,360,163,97,416,308,
108,images/145_a_u_mineshaft.png,COPPER,640,360,313,159,410,183,
109,images/146_a_o_unknown.png,GOLD,640,360,497,171,557,199,
110,images/147_a_c_unknown.png,COAL,640,360,254,141,317,214,
111,images/148_a_o_mineshaft.png,GOLD,640,360,42,3,184,148,
112,images/149_a_rf_lushcave.png,IRON,640,360,113,86,216,142,
113,images/149_a_rf_lushcave.png,REDSTONE,640,360,216,81,262,131,
114,images/149_a_rf_lushcave.png,IRON,640,360,491,134,546,188,
115,images/150_a_l_unknown.png,LAPIS,640,360,420,142,502,235,
116,images/151_a_f_lushcave.png,IRON,640,360,179,91,288,178,
117,images/152_a_f_unknown.png,IRON,640,360,254,34,527,192,
118,images/153_a_rl_unknown.png,REDSTONE,640,360,200,196,223,218,
119,images/153_a_rl_unknown.png,LAPIS,640,360,312,147,331,165,
120,images/153_a_rl_unknown.png,LAPIS,640,360,498,51,640,110,
121,images/154_a_r_unknown.png,REDSTONE,640,360,335,123,386,169,
122,images/155_a_l_unknown.png,LAPIS,640,360,238,188,383,312,
123,images/155_a_l_unknown.png,IRON,640,360,365,201,394,214,
124,images/156_a_fo_unknown.png,GOLD,640,360,341,139,402,215,
125,images/156_a_fo_unknown.png,IRON,640,360,387,283,458,342,
126,images/157_a_fr_unknown.png,REDSTONE,640,360,326,96,351,131,
127,images/157_a_fr_unknown.png,IRON,640,360,128,148,174,199,
128,images/157_a_fr_unknown.png,IRON,640,360,377,125,419,155,
129,images/158_a_o_unknown.png,GOLD,640,360,443,132,533,219,
130,images/159_a_q_fortress.png,QUARTZ,640,360,241,43,294,100,
131,images/159_a_q_fortress.png,QUARTZ,640,360,290,195,342,265,
132,images/15_a_f_lushcave.png,IRON,640,360,476,80,568,120,
133,images/15_a_f_lushcave.png,IRON,640,360,247,81,284,108,
134,images/160_a_q_basalt.png,QUARTZ,640,360,246,136,335,193,
135,images/160_a_q_basalt.png,QUARTZ,640,360,404,295,426,351,
136,images/161_a_nq_basalt.png,NETHERGOLD,640,360,239,82,326,161,
137,images/161_a_nq_basalt.png,QUARTZ,640,360,289,123,410,202,
138,images/162_a_n_basalt.png,NETHERGOLD,640,360,268,120,354,206,
139,images/163_a_nq_nether.png,QUARTZ,640,360,188,91,385,182,
140,images/163_a_nq_nether.png,QUARTZ,640,360,350,178,448,274,
141,images/163_a_nq_nether.png,NETHERGOLD,640,360,267,181,297,217,
142,images/164_a_n_nether.png,NETHERGOLD,640,360,302,104,374,218,
143,images/165_a_n_nether.png,NETHERGOLD,640,360,463,121,591,266,
144,images/167_a_c_water.png,COAL,640,360,243,99,461,253,
145,images/168_a_fu_water.png,COPPER,640,360,290,52,355,118,
146,images/168_a_fu_water.png,IRON,640,360,231,240,344,343,
147,images/169_a_u_water.png,COPPER,640,360,53,164,219,317,
148,images/170_a_uf_unknown.png,COPPER,640,360,120,117,197,169,
149,images/170_a_uf_unknown.png,IRON,640,360,297,183,445,243,
150,images/171_a_u_unknown.png,COPPER,640,360,461,55,624,163,
151,images/172_a_lu_unknown.png,COPPER,640,360,369,92,579,239,
152,images/172_a_lu_unknown.png,LAPIS,640,360,140,130,276,186,
153,images/173_a_f_unknown.png,IRON,640,360,231,52,420,245,
154,images/174_a_f_unknown.png,IRON,640,360,278,146,343,251,
155,images/175_a_f_unknown.png,IRON,640,360,140,16,369,208,
156,images/176_a_u_unknown.png,COPPER,640,360,226,80,382,200,
157,images/177_a_f_unknown.png,IRON,640,360,143,105,282,225,
158,images/178_a_f_unknown.png,IRON,640,360,267,128,348,201,
159,images/179_a_r_unknown.png,REDSTONE,640,360,240,95,330,210,
160,images/180_a_r_unknown.png,REDSTONE,640,360,253,54,362,104,
161,images/181_a_f_unknown.png,IRON,640,360,311,179,395,326,
162,images/181_a_f_unknown.png,IRON,640,360,371,29,455,140,
163,images/181_a_f_unknown.png,IRON,640,360,146,52,253,128,
164,images/182_a_r_unknown.png,REDSTONE,640,360,350,82,580,307,
165,images/183_a_r_unknown.png,REDSTONE,640,360,278,62,367,210,
166,images/184_a_r_unknown.png,DIAMOND,640,360,375,85,397,108,
167,images/184_a_r_unknown.png,REDSTONE,640,360,109,217,474,360,
168,images/185_a_dr_unknown.png,DIAMOND,640,360,128,167,288,308,
169,images/185_a_dr_unknown.png,REDSTONE,640,360,321,111,414,134,
170,images/186_a_d_lava.png,DIAMOND,640,360,237,152,394,247,
171,images/187_a_or_unknown.png,REDSTONE,640,360,330,46,428,106,
172,images/187_a_or_unknown.png,GOLD,640,360,435,90,625,242,
173,images/188_a_r_mineshaft.png,REDSTONE,640,360,203,170,341,259,
174,images/188_a_r_mineshaft.png,IRON,640,360,555,109,640,251,
175,images/189_a_d_mineshaft.png,DIAMOND,640,360,203,116,393,271,
176,images/18_a_r_lava.png,REDSTONE,640,360,331,197,345,212,
177,images/190_a_d_mineshaft.png,DIAMOND,640,360,56,30,213,198,
178,images/191_a_r_unknown.png,REDSTONE,640,360,21,1,528,316,
179,images/192_a_d_unknown.png,DIAMOND,640,360,393,179,446,198,
180,images/193_a_d_unknown.png,DIAMOND,640,360,197,32,420,250,
181,images/194_a_f_unknown.png,IRON,640,360,194,233,267,311,
182,images/194_a_f_unknown.png,IRON,640,360,363,23,435,132,
183,images/195_a_ro_unknown.png,REDSTONE,640,360,91,156,155,237,
184,images/195_a_ro_unknown.png,GOLD,640,360,423,155,481,209,
185,images/196_a_f_unknown.png,IRON,640,360,199,114,307,216,
186,images/197_a_l_lushcave.png,LAPIS,640,360,262,113,330,177,
187,images/198_a_r_unknown.png,REDSTONE,640,360,296,49,347,108,
188,images/199_a_o_unknown.png,GOLD,640,360,324,97,368,138,
189,images/199_a_o_unknown.png,GOLD,640,360,272,255,339,328,
190,images/19_a_or_unknown.png,REDSTONE,640,360,219,134,268,156,
191,images/19_a_or_unknown.png,GOLD,640,360,294,189,326,203,
192,images/200_a_f_unknown.png,IRON,640,360,71,143,172,225,
193,images/201_a_or_unknown.png,GOLD,640,360,274,15,326,51,
194,images/201_a_or_unknown.png,REDSTONE,640,360,491,108,598,189,
195,images/202_a_r_lava.png,REDSTONE,640,360,68,184,137,256,
196,images/202_a_r_lava.png,REDSTONE,640,360,119,125,179,177,
197,images/203_a_r_lava.png,REDSTONE,640,360,199,249,279,313,
198,images/203_a_r_lava.png,REDSTONE,640,360,280,157,300,171,
199,images/203_a_r_lava.png,REDSTONE,640,360,255,72,279,113,
200,images/203_a_r_lava.png,REDSTONE,640,360,349,103,368,123,
201,images/204_a_c_unknown.png,COAL,640,360,233,119,317,194,
202,images/205_a_c_unknown.png,COAL,640,360,176,63,251,132,
203,images/206_a_c_water.png,COAL,640,360,381,51,516,256,
204,images/207_a_c_dripstone.png,COAL,640,360,210,206,334,299,
205,images/207_a_c_dripstone.png,COAL,640,360,283,105,374,148,
206,images/208_a_c_dripstone.png,COAL,640,360,199,107,346,311,
207,images/209_a_u_dripstone.png,COPPER,640,360,220,50,391,291,
208,images/20_a_d_unknown.png,DIAMOND,640,360,189,120,313,170,
209,images/210_a_u_water.png,COPPER,640,360,214,1,482,134,
210,images/210_a_u_water.png,COPPER,640,360,348,199,410,260,
211,images/211_a_cu_mineshaft.png,COPPER,640,360,87,97,277,173,
212,images/211_a_cu_mineshaft.png,COPPER,640,360,316,108,376,200,
213,images/211_a_cu_mineshaft.png,COAL,640,360,102,175,309,272,
214,images/212_a_f_unknown.png,IRON,640,360,1,66,357,347,
215,images/212_a_f_unknown.png,COPPER,640,360,129,21,208,45,
216,images/213_a_cfu_unknown.png,IRON,640,360,196,58,263,97,
217,images/213_a_cfu_unknown.png,COPPER,640,360,405,96,469,152,
218,images/213_a_cfu_unknown.png,COAL,640,360,218,212,366,323,
219,images/213_a_cfu_unknown.png,COAL,640,360,595,124,613,149,
220,images/214_a_f_water.png,IRON,640,360,186,212,228,249,
221,images/214_a_f_water.png,IRON,640,360,396,66,402,82,
222,images/214_a_f_water.png,IRON,640,360,614,63,640,90,
223,images/215_a_f_water.png,COPPER,640,360,233,37,268,94,
224,images/215_a_f_water.png,IRON,640,360,346,179,372,205,
225,images/216_a_c_mountain.png,COAL,640,360,202,90,282,171,
226,images/217_a_c_mountain.png,COAL,640,360,314,111,353,149,
227,images/218_a_c_mountain.png,COAL,640,360,460,60,560,185,
228,images/218_a_c_mountain.png,COAL,640,360,242,186,257,203,
229,images/218_a_c_mountain.png,COAL,640,360,215,163,234,172,
230,images/218_a_c_mountain.png,COPPER,640,360,436,126,458,159,
231,images/218_a_c_mountain.png,COPPER,640,360,302,317,317,332,
232,images/219_a_u_mountain.png,COPPER,640,360,90,139,154,179,
233,images/21_a_e_stronghold.png,EMERALD,640,360,340,105,360,127,
234,images/220_a_cf_mountain.png,COAL,640,360,312,165,352,197,
235,images/220_a_cf_mountain.png,COAL,640,360,385,247,396,259,
236,images/220_a_cf_mountain.png,IRON,640,360,322,144,342,165,
237,images/221_a_c_mountain.png,COAL,640,360,420,122,497,209,
238,images/222_a_uc_mountain.png,COPPER,640,360,191,121,265,162,
239,images/222_a_uc_mountain.png,COAL,640,360,431,99,489,154,
240,images/223_a_cu_unknown.png,COAL,640,360,238,130,294,157,
241,images/223_a_cu_unknown.png,COPPER,640,360,96,178,178,216,
242,images/224_a_e_mountain.png,EMERALD,640,360,297,68,315,88,
243,images/225_a_e_mountain.png,EMERALD,640,360,163,135,279,251,
244,images/226_a_c_mountain.png,COAL,640,360,6,224,19,249,
245,images/226_a_c_mountain.png,COAL,640,360,521,176,640,265,
246,images/227_a_c_mountain.png,COAL,640,360,388,108,433,183,
247,images/227_a_c_mountain.png,COAL,640,360,221,92,250,126,
248,images/228_a_u_water.png,COPPER,640,360,172,209,218,259,
249,images/228_a_u_water.png,COPPER,640,360,250,188,297,236,
250,images/228_a_u_water.png,COPPER,640,360,309,123,378,186,
251,images/228_a_u_water.png,COPPER,640,360,436,77,580,144,
252,images/229_a_c_water.png,COAL,640,360,254,100,356,239,
253,images/22_a_rd_dungeon.png,DIAMOND,640,360,352,84,400,126,
254,images/22_a_rd_dungeon.png,REDSTONE,640,360,443,100,491,131,
255,images/230_a_u_water.png,COPPER,640,360,393,119,512,246,
256,images/231_a_u_water.png,COPPER,640,360,231,56,326,181,
257,images/232_a_c_water.png,COAL,640,360,1,115,200,326,
258,images/233_a_f_water.png,IRON,640,360,367,158,460,299,
259,images/234_a_l_water.png,LAPIS,640,360,166,48,330,154,
260,images/235_a_c_water.png,COAL,640,360,139,113,211,250,
261,images/236_a_r_water.png,REDSTONE,640,360,381,89,539,303,
262,images/237_a_fr_water.png,IRON,640,360,106,94,213,229,
263,images/237_a_fr_water.png,REDSTONE,640,360,242,142,294,185,
264,images/237_a_fr_water.png,IRON,640,360,360,118,637,334,
265,images/238_a_r_water.png,REDSTONE,640,360,396,63,465,132,
266,images/239_a_f_water.png,IRON,640,360,359,68,443,149,
267,images/23_a_f_unknown.png,IRON,640,360,203,59,233,90,
268,images/23_a_f_unknown.png,IRON,640,360,345,269,437,357,
269,images/23_a_f_unknown.png,IRON,640,360,336,172,359,199,
270,images/240_a_f_water.png,IRON,640,360,137,147,323,256,
271,images/241_a_l_water.png,LAPIS,640,360,261,204,385,276,
272,images/242_a_f_water.png,IRON,640,360,171,89,279,302,
273,images/243_a_f_mineshaft.png,IRON,640,360,290,121,511,243,
274,images/244_a_f_mineshaft.png,IRON,640,360,257,132,353,194,
275,images/245_a_u_unknown.png,COPPER,640,360,416,123,463,196,
276,images/245_a_u_unknown.png,COPPER,640,360,451,203,489,240,
277,images/246_a_f_mineshaft.png,IRON,640,360,320,1,639,232,
278,images/247_a_u_mineshaft.png,COPPER,640,360,154,119,227,272,
279,images/248_a_f_mineshaft.png,IRON,640,360,311,214,431,255,
280,images/248_a_f_mineshaft.png,COPPER,640,360,339,154,362,176,
281,images/249_a_f_unknown.png,IRON,640,360,220,139,260,251,
282,images/24_a_c_unknown.png,COAL,640,360,354,128,373,144,
283,images/250_a_or_unknown.png,GOLD,640,360,223,136,339,209,
284,images/250_a_or_unknown.png,REDSTONE,640,360,84,161,101,177,
285,images/250_a_or_unknown.png,REDSTONE,640,360,90,133,108,144,
286,images/251_a_r_unknown.png,REDSTONE,640,360,438,126,623,270,
287,images/252_a_f_unknown.png,IRON,640,360,320,174,364,200,
288,images/253_a_f_unknown.png,IRON,640,360,109,169,245,294,
289,images/253_a_f_unknown.png,COAL,640,360,285,78,332,123,
290,images/254_a_d_unknown.png,DIAMOND,640,360,358,149,384,186,
291,images/255_a_f_unknown.png,IRON,640,360,267,164,339,198,
292,images/256_a_o_unknown.png,GOLD,640,360,316,195,363,230,
293,images/257_a_r_unknown.png,IRON,640,360,270,139,317,178,
294,images/257_a_r_unknown.png,REDSTONE,640,360,565,112,640,147,
295,images/258_a_r_unknown.png,REDSTONE,640,360,278,120,323,144,
296,images/259_a_c_mesa.png,COAL,640,360,212,133,351,201,
297,images/259_a_c_mesa.png,COAL,640,360,85,122,131,134,
298,images/25_a_c_unknown.png,COAL,640,360,240,140,280,171,
299,images/25_a_c_unknown.png,COAL,640,360,366,323,445,360,
300,images/25_a_c_unknown.png,COAL,640,360,268,201,335,214,
301,images/260_a_r_unknown.png,REDSTONE,640,360,200,99,335,268,
302,images/261_a_l_mineshaft.png,LAPIS,640,360,238,144,319,207,
303,images/262_a_od_unknown.png,GOLD,640,360,186,66,213,103,
304,images/262_a_od_unknown.png,DIAMOND,640,360,321,254,532,360,
305,images/263_a_fl_lushcave.png,IRON,640,360,122,108,203,226,
306,images/263_a_fl_lushcave.png,IRON,640,360,134,1,217,14,
307,images/263_a_fl_lushcave.png,LAPIS,640,360,274,171,329,230,
308,images/264_a_co_mesa.png,GOLD,640,360,272,227,431,360,
309,images/264_a_co_mesa.png,COAL,640,360,455,7,494,46,
310,images/264_a_co_mesa.png,GOLD,640,360,611,33,640,59,
311,images/265_a_c_unknown.png,COAL,640,360,283,30,326,71,
312,images/265_a_c_unknown.png,COAL,640,360,347,102,390,141,
313,images/266_a_cu_unknown.png,COAL,640,360,359,73,479,181,
314,images/266_a_cu_unknown.png,COPPER,640,360,40,198,160,298,
315,images/267_a_cuo_mesa.png,GOLD,640,360,344,175,394,265,
316,images/267_a_cuo_mesa.png,COAL,640,360,79,200,102,244,
317,images/267_a_cuo_mesa.png,COAL,640,360,355,281,370,310,
318,images/267_a_cuo_mesa.png,COPPER,640,360,340,239,360,282,
319,images/267_a_cuo_mesa.png,GOLD,640,360,203,260,213,278,
320,images/267_a_cuo_mesa.png,COPPER,640,360,88,247,103,281,
321,images/268_a_c_water.png,COAL,640,360,48,71,584,341,
322,images/269_a_dr_lava.png,DIAMOND,640,360,42,120,198,210,
323,images/269_a_dr_lava.png,REDSTONE,640,360,547,205,624,277,
324,images/271_a_r_dungeon.png,REDSTONE,640,360,354,49,464,163,
325,images/271_a_r_dungeon.png,REDSTONE,640,360,337,234,437,312,
326,images/272_a_o_mineshaft.png,GOLD,640,360,247,236,319,335,
327,images/273_a_c_water.png,COAL,640,360,224,165,341,250,
328,images/273_a_c_water.png,COAL,640,360,172,249,230,278,
329,images/273_a_c_water.png,COAL,640,360,502,269,602,360,
330,images/274_a_u_mountain.png,COPPER,640,360,421,113,478,196,
331,images/275_a_o_mesa.png,GOLD,640,360,252,183,281,211,
332,images/276_a_cu_mountain.png,COPPER,640,360,432,293,492,344,
333,images/276_a_cu_mountain.png,COAL,640,360,182,1,291,101,
334,images/277_a_cu_dripstone.png,COPPER,640,360,255,245,311,299,
335,images/277_a_cu_dripstone.png,COPPER,640,360,283,130,369,219,
336,images/277_a_cu_dripstone.png,COAL,640,360,379,109,404,151,
337,images/278_a_cu_dripstone.png,COAL,640,360,353,177,438,265,
338,images/278_a_cu_dripstone.png,COAL,640,360,1,42,49,86,
339,images/278_a_cu_dripstone.png,COPPER,640,360,250,107,298,165,
340,images/279_a_o_mesa.png,GOLD,640,360,92,296,210,360,
341,images/279_a_o_mesa.png,GOLD,640,360,523,183,597,216,
342,images/27_a_c_water.png,COAL,640,360,244,176,335,249,
343,images/280_a_fl_water.png,IRON,640,360,376,168,419,225,
344,images/280_a_fl_water.png,LAPIS,640,360,76,222,136,277,
345,images/281_a_uo_lushcave.png,COPPER,640,360,330,79,374,152,
346,images/281_a_uo_lushcave.png,GOLD,640,360,231,211,270,285,
347,images/282_a_u_unknown.png,COPPER,640,360,264,150,328,216,
348,images/283_a_or_mineshaft.png,GOLD,640,360,1,145,206,360,
349,images/283_a_or_mineshaft.png,REDSTONE,640,360,362,116,471,210,
350,images/284_a_u_unknown.png,COPPER,640,360,315,160,369,187,
351,images/285_a_co_dripstone.png,GOLD,640,360,204,165,285,271,
352,images/285_a_co_dripstone.png,COAL,640,360,405,329,443,360,
353,images/286_a_fo_lushcave.png,IRON,640,360,10,1,240,150,
354,images/286_a_fo_lushcave.png,GOLD,640,360,406,324,471,360,
355,images/286_a_fo_lushcave.png,REDSTONE,640,360,390,197,407,205,
356,images/287_a_c_water.png,COAL,640,360,141,95,330,321,
357,images/288_a_l_unknown.png,LAPIS,640,360,263,167,320,226,
358,images/289_a_d_unknown.png,DIAMOND,640,360,138,9,202,61,
359,images/28_a_u_mineshaft.png,COPPER,640,360,288,215,376,294,
360,images/290_a_c_mountain.png,COAL,640,360,321,31,377,92,
361,images/290_a_c_mountain.png,COAL,640,360,244,112,328,196,
362,images/291_a_co_mesa.png,GOLD,640,360,144,146,228,218,
363,images/291_a_co_mesa.png,COAL,640,360,324,232,376,290,
364,images/292_a_l_mineshaft.png,LAPIS,640,360,1,1,245,308,
365,images/293_a_cuo_mesa.png,COAL,640,360,215,269,233,292,
366,images/293_a_cuo_mesa.png,COPPER,640,360,9,241,63,291,
367,images/293_a_cuo_mesa.png,GOLD,640,360,306,94,354,122,
368,images/294_a_c_unknown.png,COAL,640,360,278,245,312,274,
369,images/295_a_c_water.png,COAL,640,360,232,235,342,354,
370,images/295_a_c_water.png,IRON,640,360,344,180,490,360,
371,images/296_a_f_mountain.png,IRON,640,360,189,39,267,123,
372,images/297_a_cu_mesa.png,COPPER,640,360,437,57,549,143,
373,images/297_a_cu_mesa.png,COPPER,640,360,289,154,528,309,
374,images/297_a_cu_mesa.png,COAL,640,360,116,138,162,159,
375,images/297_a_cu_mesa.png,COAL,640,360,1,187,71,223,
376,images/297_a_cu_mesa.png,COAL,640,360,19,203,192,360,
377,images/298_a_c_unknown.png,COAL,640,360,284,144,302,158,
378,images/299_a_o_mesa.png,GOLD,640,360,269,245,390,316,
379,images/300_a_d_unknown.png,DIAMOND,640,360,254,216,331,305,
380,images/301_a_o_mesa.png,GOLD,640,360,292,169,432,276,
381,images/301_a_o_mesa.png,GOLD,640,360,558,138,637,169,
382,images/302_a_cu_dripstone.png,COAL,640,360,206,72,275,120,
383,images/302_a_cu_dripstone.png,COPPER,640,360,206,2,301,54,
384,images/302_a_cu_dripstone.png,COPPER,640,360,257,52,309,92,
385,images/302_a_cu_dripstone.png,COAL,640,360,392,226,412,252,
386,images/302_a_cu_dripstone.png,COAL,640,360,421,201,439,272,
387,images/303_a_do_unknown.png,DIAMOND,640,360,229,226,352,352,
388,images/303_a_do_unknown.png,GOLD,640,360,179,183,251,222,
389,images/303_a_do_unknown.png,GOLD,640,360,334,140,368,151,
390,images/304_a_c_unknown.png,COAL,640,360,188,111,448,296,
391,images/305_a_d_unknown.png,DIAMOND,640,360,224,148,399,268,
392,images/306_a_f_unknown.png,IRON,640,360,233,125,385,294,
393,images/307_a_r_unknown.png,REDSTONE,640,360,204,124,426,253,
394,images/30_a_f_unknown.png,IRON,640,360,204,100,445,329,
395,images/315_a_u_unknown.png,COPPER,640,360,295,81,335,116,
396,images/316_a_c_mountain.png,COAL,640,360,353,108,410,172,
397,images/317_a_c_mountain.png,COAL,640,360,323,62,339,78,
398,images/319_a_e_mountain.png,EMERALD,640,360,377,111,402,178,
399,images/31_a_cu_unknown.png,COAL,640,360,325,176,342,191,
400,images/31_a_cu_unknown.png,COPPER,640,360,402,230,422,252,
401,images/31_a_cu_unknown.png,COPPER,640,360,437,234,471,275,
402,images/31_a_cu_unknown.png,COPPER,640,360,293,285,307,316,
403,images/31_a_cu_unknown.png,COAL,640,360,333,310,341,332,
